id,date,title,summary,root_cause,countermeasure,product,client,tags,severity,owner,lead_time_hours,tacit_notes,leadtime_bucket_calc,normalized_tags,summary_ja,severity_pred,leadtime_bucket
79,2025/07/04,箔押しムラ,箔押しムラが発生し対応を実施。追加工数が発生。,計画変更未連携,作業動線見直し,POP,G流通,物流,Low,製造二課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"箔,品質,計画,物流",計画変更の未連携によりPOPの箔押しにムラが発生し、追加工数が発生。作業動線を見直して再発と工数増を抑制する。,2,～8h
80,2025/05/07,糊付け不足,糊付け不足が発生し対応を実施。追加工数が発生。,要因解析中,校正プロセス強化,ポスター,F出版社,異物;工程,High,物流課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"接着,工程",ポスターで糊付け不足が発生し追加工数が発生。原因は解析中で、校正プロセス強化により再発防止を図る。,4,8-24h
81,2025/09/09,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,原材料ロット不良,教育訓練実施,名刺,J飲料,環境;データ,Medium,製造三課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"環境,データ",原材料ロット不良が原因で搬送ベルトが滑り、追加工数が発生。対策として教育訓練を実施し再発防止を図る。,3,8-24h
82,2025/08/23,支給データ破損,支給データ破損が発生し対応を実施。追加工数が発生。,伝達ミス,IoT監視強化,マニュアル,A商事,安全;製本,High,設備保全部,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"安全,製本",支給データ破損の原因は伝達ミス。IoT監視を強化して再発防止と追加工数の抑制を図る。,4,24-72h
83,2025/07/26,安全カバー未装着,安全カバー未装着が発生し対応を実施。追加工数が発生。,教育不足,校正プロセス強化,書籍,D製薬,異物,Medium,資材課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,異物,教育不足により安全カバー未装着が発生。校正プロセスを強化して再発を防止する。,3,～8h
84,2025/05/01,色ズレ,色ズレが発生し対応を実施。追加工数が発生。,外注ミス,校正プロセス強化,書籍,D製薬,異物;設備;後加工,Medium,物流課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"色,異物,設備,後加工",外注ミスにより書籍で色ズレが発生し追加工数が増加。対策として校正プロセスを強化する。,3,24-72h
85,2025/08/02,版材キズ,版材キズが発生し対応を実施。追加工数が発生。,排気不足,設備点検強化,カタログ,F出版社,印刷;異物;データ,Critical,製造一課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"印刷,異物,データ",原因は排気不足による版材キズ発生。対策として設備点検を強化し再発防止を図る。,5,24-72h
86,2025/05/29,紙粉多発,紙粉多発が発生し対応を実施。追加工数が発生。,伝達ミス,標準書改訂,名刺,B食品,設備;後加工,High,製造一課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"設備,後加工",紙粉が多発して追加工数が発生。原因は伝達ミスで、標準書改訂により情報共有を強化し再発防止を図る。,4,～8h
87,2025/04/16,ローラー摩耗,ローラー摩耗が発生し対応を実施。追加工数が発生。,システム障害,ネットワーク監視強化,カタログ,D製薬,データ;物流,Medium,資材課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"データ,物流",原因はシステム障害によるローラー摩耗で追加工数が発生。対策はネットワーク監視を強化して早期検知と再発防止を図る。,3,24-72h
88,2025/06/13,型抜きズレ,型抜きズレが発生し対応を実施。追加工数が発生。,受入検査不備,設備点検強化,書籍,H化粧品,環境;物流,Low,工程管理課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"環境,物流",受入検査不備により型抜きがずれ、追加工数が発生。設備点検を強化して再発防止を図る。,2,～8h
89,2025/08/15,油圧低下,油圧低下が発生し対応を実施。追加工数が発生。,機械疲労,ネットワーク監視強化,冊子,D製薬,物流,Low,製造三課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,物流,機械疲労により油圧低下が発生し、追加工数が発生した。対策としてネットワーク監視を強化する。,2,8-24h
90,2025/06/05,インキロット異常,インキロット異常が発生し対応を実施。追加工数が発生。,伝達ミス,湿度管理強化,マニュアル,I自動車,環境;物流;設備,High,設備保全部,36,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"環境,物流,設備",伝達ミスが原因でインキロット異常が発生し追加工数が発生。対策として湿度管理を強化し再発防止を図る。,4,24-72h
91,2025/08/28,断裁寸法不良,断裁寸法不良が発生し対応を実施。追加工数が発生。,人的ミス,IoT監視強化,チラシ,B食品,印刷,Critical,製造一課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"印刷,断裁,寸法不良,人為ミス,IoT監視",人的ミスが原因の断裁寸法不良により追加工数が発生したため、IoT監視を強化して早期検知と再発防止を図る。,5,～8h
92,2025/08/15,粉塵センサー警報,粉塵センサー警報が発生し対応を実施。追加工数が発生。,排気不足,作業動線見直し,パッケージ箱,H化粧品,異物,Low,製造一課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"異物,粉塵,排気,警報,作業動線",排気不足により粉塵が滞留してセンサー警報が発生。作業動線を見直して排気効率を改善し再発を抑制。,2,8-24h
93,2025/07/01,見当不良,見当不良が発生し対応を実施。追加工数が発生。,環境変動,材料受入強化,パッケージ箱,J飲料,データ,High,品質管理課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,データ,環境変動により見当不良が発生し追加工数が発生。対策として材料受入の強化を実施。,4,～8h
94,2025/05/04,ネットワーク断,ネットワーク断が発生し対応を実施。追加工数が発生。,伝達ミス,設備点検強化,マニュアル,I自動車,物流;安全,Low,品質管理課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"物流,安全",伝達ミスによりネットワーク断が発生したため、設備点検を強化して再発防止する。,2,～8h
95,2025/07/04,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,環境変動,センサー清掃頻度増加,チラシ,J飲料,製本,Low,品質管理課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"搬送,製本,環境,保守",環境変動により搬送ベルトが滑り追加工数が発生。センサーの清掃頻度を増やして検知精度を維持し再発防止を図る。,2,24-72h
96,2025/08/22,インキ汚れ,インキ汚れが発生し対応を実施。追加工数が発生。,人的ミス,ネットワーク監視強化,ポスター,F出版社,安全;環境,Low,製造一課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"安全,環境",インキ汚れは人的ミスが原因。対策としてネットワーク監視を強化する。,2,8-24h
97,2025/07/26,作業手順未遵守,作業手順未遵守が発生し対応を実施。追加工数が発生。,センサー汚れ,二重チェック導入,POP,B食品,検査;設備;物流,Low,資材課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"検査,設備,物流",センサーの汚れで作業手順が未遵守となり追加工数が発生。二重チェックを導入して再発防止を図る。,2,～8h
98,2025/06/03,版材キズ,版材キズが発生し対応を実施。追加工数が発生。,原材料ロット不良,標準書改訂,ポスター,D製薬,後加工,Medium,資材課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,後加工,原材料ロット不良により版材にキズが発生し追加工数が発生。再発防止として標準書を改訂する。,3,24-72h
99,2025/07/04,ラベル貼付漏れ,ラベル貼付漏れが発生し対応を実施。追加工数が発生。,静電気,標準書改訂,チラシ,D製薬,検査;後加工,Medium,品質管理課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"検査,後加工",静電気が原因でラベル貼付漏れが発生。標準書を改訂して再発防止を図る。,3,8-24h
100,2025/06/22,インキ汚れ,インキ汚れが発生し対応を実施。追加工数が発生。,人的ミス,設備点検強化,名刺,F出版社,検査,Medium,物流課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,検査,インキ汚れは人的ミスが原因で発生。設備点検を強化して再発防止を図る。,3,～8h
101,2025/07/14,RIPエラー,RIPエラーが発生し対応を実施。追加工数が発生。,センサー汚れ,作業動線見直し,名刺,B食品,製本;環境,High,設備保全部,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"環境,製本",センサーの汚れが原因でRIPエラーが発生し、追加工数が発生。対策として作業動線を見直し、汚れの再発を防止する。,4,24-72h
102,2025/07/18,インキ汚れ,インキ汚れが発生し対応を実施。追加工数が発生。,伝達ミス,センサー清掃頻度増加,チラシ,A商事,後加工;環境,Critical,資材課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"後加工,環境",インキ汚れは伝達ミスが原因。対策としてセンサー清掃の頻度を増やして再発防止を図る。,5,～8h
103,2025/09/20,色ズレ,色ズレが発生し対応を実施。追加工数が発生。,センサー汚れ,センサー清掃頻度増加,ラベル,I自動車,工程;後加工;品質,High,製造三課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"工程,後加工,品質,色",センサーの汚れが原因で色ズレが発生し、追加工数が発生。センサー清掃頻度を増やして再発防止を図る。,4,8-24h
104,2025/05/12,紙粉多発,紙粉多発が発生し対応を実施。追加工数が発生。,受入検査不備,校正プロセス強化,書籍,J飲料,後加工;印刷,Low,品質管理課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"印刷,後加工",原因は受入検査の不備による紙粉多発。対策として校正プロセスを強化して再発防止を図る。,2,～8h
105,2025/04/29,作業手順未遵守,作業手順未遵守が発生し対応を実施。追加工数が発生。,計画変更未連携,教育訓練実施,名刺,H化粧品,安全;物流;データ,Low,製造二課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"安全,物流,データ",計画変更の未連携により作業手順が守られず追加工数が発生。対策として教育訓練を実施し、計画変更時の連携を徹底する。,2,24-72h
106,2025/06/04,RIPエラー,RIPエラーが発生し対応を実施。追加工数が発生。,受入検査不備,設備点検強化,名刺,C電機,印刷;環境;製本,Medium,物流課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"印刷,環境,製本",受入検査の不備によりRIPエラーが発生し追加工数が発生。設備点検を強化して再発防止を図る。,3,24-72h
107,2025/06/28,倉庫ロケミス,倉庫ロケミスが発生し対応を実施。追加工数が発生。,設備劣化,IoT監視強化,マニュアル,J飲料,安全;物流,High,製造一課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"安全,物流",倉庫ロケーションミスは設備劣化が原因。IoT監視を強化して早期検知と再発防止を図る。,4,～8h
108,2025/09/25,インキロット異常,インキロット異常が発生し対応を実施。追加工数が発生。,排気不足,試し刷り増加,パッケージ箱,J飲料,環境;後加工,Low,物流課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"環境,後加工",排気不足が原因でインキロット異常が発生。対策として試し刷りを増やして品質確認を強化。,2,8-24h
109,2025/05/18,支給データ破損,支給データ破損が発生し対応を実施。追加工数が発生。,設定ミス,二重チェック導入,名刺,H化粧品,安全,Critical,物流課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"データ,設定,検証,名刺,安全",設定ミスで支給データが破損し追加工数が発生。対策として二重チェックを導入し、設定不備を早期検知・防止する。,5,8-24h
110,2025/05/09,裏移り,裏移りが発生し対応を実施。追加工数が発生。,粉塵堆積,IoT監視強化,チラシ,F出版社,印刷;環境;データ,High,資材課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"印刷,環境,データ",粉塵堆積により裏移りが発生。IoTによる監視を強化して再発防止を図る。,4,8-24h
111,2025/04/09,糊付け不足,糊付け不足が発生し対応を実施。追加工数が発生。,計画変更未連携,IoT監視強化,名刺,E通販,物流;製本;品質,Critical,製造一課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"接着,製本,品質,物流",計画変更未連携が原因で糊付け不足が発生し追加工数が生じた。対策としてIoT監視を強化し、異常の早期検知と是正を図る。,5,～8h
112,2025/09/06,設備モーター異常,設備モーター異常が発生し対応を実施。追加工数が発生。,環境変動,センサー清掃頻度増加,カタログ,E通販,物流,Medium,設備保全部,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"設備,モーター,環境,清掃,物流",環境変動により設備モーターが異常を起こし追加工数が発生。対策としてセンサーの清掃頻度を増やし、環境影響による不具合の再発抑止を図る。,3,8-24h
113,2025/09/24,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,原材料ロット不良,IoT監視強化,書籍,E通販,異物,Low,物流課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,異物,原材料ロット不良により搬送ベルトが滑り追加工数が発生。IoT監視を強化して再発防止を図る。,2,～8h
114,2025/07/25,JDF連携不良,JDF連携不良が発生し対応を実施。追加工数が発生。,伝達ミス,湿度管理強化,冊子,D製薬,後加工;工程;検査,Critical,設備保全部,36,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"後加工,工程,検査",JDF連携不良は伝達ミスが原因。対策として湿度管理を強化。,5,24-72h
115,2025/04/02,紙粉多発,紙粉多発が発生し対応を実施。追加工数が発生。,計画変更未連携,設備点検強化,カタログ,C電機,環境,High,工程管理課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"紙粉,環境,連携不足,設備点検",計画変更の未連携が原因で紙粉が多発し追加工数が発生。設備点検を強化して再発を抑制する。,4,24-72h
116,2025/04/26,版材キズ,版材キズが発生し対応を実施。追加工数が発生。,原材料ロット不良,センサー清掃頻度増加,名刺,F出版社,後加工;製本;品質,High,物流課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"後加工,製本,品質",原材料ロット不良により版材にキズが発生し追加工数が発生。対策としてセンサーの清掃頻度を増やす。,4,～8h
117,2025/06/19,静電気付着,静電気付着が発生し対応を実施。追加工数が発生。,センサー汚れ,設備点検強化,POP,B食品,印刷;安全;後加工,Low,物流課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"印刷,安全,後加工",静電気付着はセンサー汚れが原因。設備点検を強化し、汚れの早期発見・清掃で再発防止を図る。,2,～8h
118,2025/04/09,出荷誤配送,出荷誤配送が発生し対応を実施。追加工数が発生。,要因解析中,標準書改訂,マニュアル,D製薬,工程;製本,High,製造三課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"出荷,工程,製本",出荷誤配送により追加工数が発生し、原因は調査中。標準書の改訂で誤配送の再発防止と工程是正を図る。,4,24-72h
119,2025/04/14,センサー誤検知,センサー誤検知が発生し対応を実施。追加工数が発生。,計画変更未連携,排気改善,ポスター,H化粧品,物流;検査;製本,Medium,工程管理課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"物流,検査,製本",計画変更の未連携によりセンサーが誤検知し、追加工数が発生。対策として排気改善を行い、検査環境を整えて検知精度の安定化を図る。,3,24-72h
120,2025/08/05,ラミ気泡,ラミ気泡が発生し対応を実施。追加工数が発生。,排気不足,排気改善,ラベル,F出版社,印刷;設備,Low,資材課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"印刷,設備",排気不足によりラミネート工程で気泡が発生。排気の改善で再発防止を図る。,2,～8h
121,2025/05/01,紙粉多発,紙粉多発が発生し対応を実施。追加工数が発生。,センサー汚れ,センサー清掃頻度増加,カタログ,G流通,安全,Medium,製造一課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"紙粉,センサー,清掃,安全",原因はセンサーの汚れによる紙粉多発。対策としてセンサーの清掃頻度を増やし再発防止を図る。,3,8-24h
122,2025/04/26,静電気付着,静電気付着が発生し対応を実施。追加工数が発生。,センサー汚れ,ネットワーク監視強化,ポスター,D製薬,製本;物流;印刷,High,品質管理課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"印刷,製本,物流,静電気",静電気付着はセンサーの汚れが原因。対策としてネットワーク監視を強化し、再発防止を図る。,4,24-72h
123,2025/07/20,ネットワーク断,ネットワーク断が発生し対応を実施。追加工数が発生。,原材料ロット不良,教育訓練実施,POP,H化粧品,異物;データ;物流,Low,物流課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"異物,データ,物流",ネットワーク断が発生し追加工数が発生。原因は原材料ロット不良で、対策として教育訓練を実施。,3,24-72h
124,2025/09/14,梱包ミス,梱包ミスが発生し対応を実施。追加工数が発生。,機械疲労,試し刷り増加,名刺,I自動車,検査;安全;品質,Medium,資材課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"検査,安全,品質",梱包ミスは機械疲労が原因で発生。対策として試し刷りを増やし検査を強化して再発を防止する。,3,24-72h
125,2025/09/06,QR印字欠け,QR印字欠けが発生し対応を実施。追加工数が発生。,環境変動,材料受入強化,パッケージ箱,F出版社,設備,Low,物流課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,設備,環境変動によりQRの印字欠けが発生。対策として材料受入強化を実施して再発防止を図る。,2,～8h
126,2025/06/15,版材キズ,版材キズが発生し対応を実施。追加工数が発生。,受入検査不備,校正プロセス強化,マニュアル,F出版社,安全,Critical,物流課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,安全,受入検査の不備で版材にキズが発生し追加工数が増加。校正プロセスを強化して再発防止を図る。,4,24-72h
127,2025/09/04,箔押しムラ,箔押しムラが発生し対応を実施。追加工数が発生。,粉塵堆積,IoT監視強化,カタログ,I自動車,物流,Low,製造二課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"箔,粉塵,IoT,物流",粉塵堆積により箔押しムラが発生。IoT監視を強化して粉塵の堆積状況を可視化・管理し、再発を抑制する。,2,～8h
128,2025/04/25,インキロット異常,インキロット異常が発生し対応を実施。追加工数が発生。,設定ミス,教育訓練実施,名刺,G流通,製本;後加工;データ,Low,工程管理課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"製本,後加工,データ",設定ミスによりインキロット異常が発生し追加工数が発生。対策として教育訓練を実施し再発防止を図る。,2,8-24h
129,2025/08/30,ローラー摩耗,ローラー摩耗が発生し対応を実施。追加工数が発生。,教育不足,校正プロセス強化,パッケージ箱,J飲料,品質;印刷,Medium,資材課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"品質,印刷",ローラー摩耗の主因は教育不足。校正プロセスを強化して再発と追加工数の増加を防ぐ。,3,24-72h
130,2025/08/15,粉塵センサー警報,粉塵センサー警報が発生し対応を実施。追加工数が発生。,伝達ミス,二重チェック導入,冊子,B食品,品質;異物;環境,Medium,工程管理課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"品質,異物,環境",粉塵センサーの警報は現場の伝達ミスが原因。二重チェックを導入し情報共有を強化して再発を防止する。,3,～8h
131,2025/05/26,設備モーター異常,設備モーター異常が発生し対応を実施。追加工数が発生。,システム障害,IoT監視強化,書籍,G流通,検査;品質,Critical,資材課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"設備,モーター,システム,IoT,品質",原因はシステム障害による設備モーターの異常で追加工数が発生。対策としてIoT監視を強化し、早期検知と予防を図る。,5,8-24h
132,2025/08/27,型抜きズレ,型抜きズレが発生し対応を実施。追加工数が発生。,排気不足,作業動線見直し,マニュアル,B食品,物流;データ,Medium,製造一課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"位置ズレ,型抜き,排気,作業動線,物流",排気不足が原因で型抜きの位置ズレが発生し追加工数が発生。対策として作業動線の見直しを実施。,3,8-24h
133,2025/09/29,エンボス不良,エンボス不良が発生し対応を実施。追加工数が発生。,原材料ロット不良,ネットワーク監視強化,POP,F出版社,工程,Low,品質管理課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"工程,原材料,ロット,加工,品質",原材料ロット不良が原因でエンボス不良が発生。対策としてネットワーク監視を強化。,2,8-24h
134,2025/06/01,抜き不良,抜き不良が発生し対応を実施。追加工数が発生。,センサー汚れ,試し刷り増加,カタログ,B食品,後加工,Critical,製造三課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,後加工,センサーの汚れが原因で抜き不良が発生し、追加工数が発生。対策として試し刷りを増やして不良検知を強化。,5,～8h
135,2025/05/23,設備モーター異常,設備モーター異常が発生し対応を実施。追加工数が発生。,作業標準未確認,標準書改訂,名刺,H化粧品,安全,Medium,製造三課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"安全,設備,モーター,作業標準,標準書",原因は作業標準の未確認による設備モーター異常。対策は標準書を改訂し、確認プロセスを徹底する。,3,8-24h
136,2025/05/31,プリセット値誤設定,プリセット値誤設定が発生し対応を実施。追加工数が発生。,原材料ロット不良,作業動線見直し,名刺,I自動車,環境;印刷;品質,Medium,工程管理課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"環境,印刷,品質",原材料ロット不良が原因でプリセット値の誤設定が発生し、追加工数が生じた。対策として作業動線を見直し、再発防止を図る。,3,～8h
137,2025/04/11,型抜きズレ,型抜きズレが発生し対応を実施。追加工数が発生。,作業標準未確認,標準書改訂,チラシ,H化粧品,物流;品質;環境,High,設備保全部,6,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"品質,物流,環境",作業標準の未確認により型抜きズレが発生し追加工数が発生。標準書を改訂し、標準の確認・遵守を徹底して再発防止を図る。,4,～8h
138,2025/09/13,型抜きズレ,型抜きズレが発生し対応を実施。追加工数が発生。,センサー汚れ,校正プロセス強化,パッケージ箱,D製薬,安全;後加工;設備,High,製造一課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"安全,後加工,設備",センサー汚れが原因で型抜きズレが発生し、追加工数が発生。校正プロセスを強化して検出精度を維持し再発を防止する。,4,～8h
139,2025/05/08,異物混入疑い,異物混入疑いが発生し対応を実施。追加工数が発生。,センサー汚れ,センサー清掃頻度増加,カタログ,B食品,安全;印刷,Medium,製造二課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"安全,印刷",センサー汚れが原因で異物混入の疑いが発生し追加工数が発生。対策としてセンサー清掃頻度を増やし検知精度向上と再発防止を図る。,3,8-24h
140,2025/06/06,バーコード読取不良,バーコード読取不良が発生し対応を実施。追加工数が発生。,設定ミス,排気改善,マニュアル,E通販,後加工;データ,Low,資材課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"後加工,データ",設定ミスが原因でバーコード読取不良が発生し、追加工数が発生。排気改善を実施して環境を見直し、再発防止を図る。,2,～8h
141,2025/06/18,ラベル貼付漏れ,ラベル貼付漏れが発生し対応を実施。追加工数が発生。,外注ミス,排気改善,書籍,E通販,工程;異物;製本,High,製造二課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"工程,異物,製本",外注ミスによりラベル貼付漏れが発生。排気改善で貼付工程の安定化と再発防止を図る。,4,24-72h
142,2025/08/03,支給データ破損,支給データ破損が発生し対応を実施。追加工数が発生。,外注ミス,IoT監視強化,パッケージ箱,G流通,工程;製本;異物,Critical,物流課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"工程,製本,異物,データ,外注",外注ミスにより支給データが破損し、追加工数と遅延が発生。対策としてIoT監視を強化し、外注データ受け入れ時の品質検知を早期化する。,5,24-72h
143,2025/09/29,粉塵センサー警報,粉塵センサー警報が発生し対応を実施。追加工数が発生。,計画変更未連携,作業動線見直し,チラシ,G流通,製本,Critical,設備保全部,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"製本,安全,センサー,計画変更,動線",計画変更の未連携により作業動線が乱れ、粉塵センサーが警報を発報。対策として作業動線の見直しと計画変更の連携徹底を行う。,5,8-24h
144,2025/07/03,抜き不良,抜き不良が発生し対応を実施。追加工数が発生。,要因解析中,排気改善,POP,H化粧品,検査;品質,High,品質管理課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"加工,検査,品質",抜き工程で不良が発生し、原因は調査中。暫定対策として排気改善を実施し、追加工数が発生。,4,24-72h
145,2025/04/12,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,受入検査不備,湿度管理強化,POP,D製薬,データ;物流;環境,Low,製造二課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"データ,物流,環境",搬送ベルト滑りの原因は受入検査不備で、対策として湿度管理を強化する。影響は軽微で追加工数のみ発生。,2,～8h
146,2025/07/10,排気ダクト詰まり,排気ダクト詰まりが発生し対応を実施。追加工数が発生。,作業標準未確認,湿度管理強化,マニュアル,D製薬,データ;環境;安全,High,製造二課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"データ,環境,安全",排気ダクトが詰まり追加工数が発生。原因は作業標準の未確認で、対策は湿度管理の強化。,4,～8h
147,2025/09/24,断裁寸法不良,断裁寸法不良が発生し対応を実施。追加工数が発生。,排気不足,教育訓練実施,書籍,G流通,後加工;印刷,Medium,製造三課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"後加工,印刷",排気不足により断裁寸法不良が発生。教育訓練を実施して再発防止を図る。,3,～8h
148,2025/07/12,箔押しムラ,箔押しムラが発生し対応を実施。追加工数が発生。,原材料ロット不良,作業動線見直し,POP,D製薬,異物;製本,Medium,製造二課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"箔押し,異物,製本,原材料,ロット不良",原材料のロット不良により箔押しムラが発生。作業動線を見直して再発防止と追加工数の削減を図る。,3,8-24h
149,2025/06/27,ローラー摩耗,ローラー摩耗が発生し対応を実施。追加工数が発生。,原材料ロット不良,IoT監視強化,パッケージ箱,F出版社,物流,Critical,製造三課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"設備,原材料,IoT,物流",原材料ロット不良が原因でローラーが摩耗し追加工数が発生。IoT監視を強化して早期検知と予防保全を図る。,5,8-24h
150,2025/08/11,裏移り,裏移りが発生し対応を実施。追加工数が発生。,受入検査不備,二重チェック導入,書籍,F出版社,検査,Low,製造一課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"印刷不良,検査,品質管理",受入検査の不備により裏移りが発生。対策として受入時の二重チェックを導入し再発防止を図る。,2,8-24h
151,2025/05/21,支給データ破損,支給データ破損が発生し対応を実施。追加工数が発生。,センサー汚れ,ネットワーク監視強化,名刺,C電機,異物,Medium,物流課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"データ,センサー,ネットワーク,異物,工数",支給データ破損の原因はセンサーの汚れ。ネットワーク監視を強化して早期検知と再発防止を図る。,3,24-72h
152,2025/07/21,ニスムラ,ニスムラが発生し対応を実施。追加工数が発生。,原材料ロット不良,標準書改訂,名刺,E通販,印刷;検査,Critical,製造一課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"印刷,検査",原材料ロット不良により名刺でニスムラが発生。標準書を改訂し、原材料ロット管理と検査手順を強化して再発防止を図る。,5,～8h
153,2025/09/23,折りズレ,折りズレが発生し対応を実施。追加工数が発生。,粉塵堆積,材料受入強化,マニュアル,E通販,異物;データ;安全,Critical,製造一課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"異物,データ,安全",粉塵堆積が原因で折りズレが発生し、追加工数が発生。対策として材料受入の強化を実施する。,5,～8h
154,2025/04/01,出荷誤配送,出荷誤配送が発生し対応を実施。追加工数が発生。,要因解析中,IoT監視強化,パッケージ箱,C電機,工程;検査,Critical,資材課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"出荷,物流,工程,検査,監視",出荷の誤配送が発生し追加工数が発生。原因は解析中だが、IoTによる監視強化で早期検知と再発防止を図る。,5,～8h
155,2025/06/04,断裁寸法不良,断裁寸法不良が発生し対応を実施。追加工数が発生。,センサー汚れ,教育訓練実施,冊子,B食品,製本;工程;後加工,Critical,物流課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"後加工,製本,工程",センサーの汚れにより断裁寸法不良が発生。対策として教育訓練を実施し再発防止を図る。,4,8-24h
