id,date,title,summary,root_cause,countermeasure,product,client,tags,severity,owner,lead_time_hours,tacit_notes
128,2025/04/25,インキロット異常,インキロット異常が発生し対応を実施。追加工数が発生。,設定ミス,教育訓練実施,名刺,G流通,製本;後加工;データ,Low,工程管理課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
129,2025/08/30,ローラー摩耗,ローラー摩耗が発生し対応を実施。追加工数が発生。,教育不足,校正プロセス強化,パッケージ箱,J飲料,品質;印刷,Medium,資材課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。
130,2025/08/15,粉塵センサー警報,粉塵センサー警報が発生し対応を実施。追加工数が発生。,伝達ミス,二重チェック導入,冊子,B食品,品質;異物;環境,Medium,工程管理課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
131,2025/05/26,設備モーター異常,設備モーター異常が発生し対応を実施。追加工数が発生。,システム障害,IoT監視強化,書籍,G流通,検査;品質,Critical,資材課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。
132,2025/08/27,型抜きズレ,型抜きズレが発生し対応を実施。追加工数が発生。,排気不足,作業動線見直し,マニュアル,B食品,物流;データ,Medium,製造一課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
133,2025/09/29,エンボス不良,エンボス不良が発生し対応を実施。追加工数が発生。,原材料ロット不良,ネットワーク監視強化,POP,F出版社,工程,Low,品質管理課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
134,2025/06/01,抜き不良,抜き不良が発生し対応を実施。追加工数が発生。,センサー汚れ,試し刷り増加,カタログ,B食品,後加工,Critical,製造三課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
135,2025/05/23,設備モーター異常,設備モーター異常が発生し対応を実施。追加工数が発生。,作業標準未確認,標準書改訂,名刺,H化粧品,安全,Medium,製造三課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。
136,2025/05/31,プリセット値誤設定,プリセット値誤設定が発生し対応を実施。追加工数が発生。,原材料ロット不良,作業動線見直し,名刺,I自動車,環境;印刷;品質,Medium,工程管理課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
137,2025/04/11,型抜きズレ,型抜きズレが発生し対応を実施。追加工数が発生。,作業標準未確認,標準書改訂,チラシ,H化粧品,物流;品質;環境,High,設備保全部,6,現場からのヒアリング情報を基に要因をナレッジ化予定。
138,2025/09/13,型抜きズレ,型抜きズレが発生し対応を実施。追加工数が発生。,センサー汚れ,校正プロセス強化,パッケージ箱,D製薬,安全;後加工;設備,High,製造一課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
139,2025/05/08,異物混入疑い,異物混入疑いが発生し対応を実施。追加工数が発生。,センサー汚れ,センサー清掃頻度増加,カタログ,B食品,安全;印刷,Medium,製造二課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
140,2025/06/06,バーコード読取不良,バーコード読取不良が発生し対応を実施。追加工数が発生。,設定ミス,排気改善,マニュアル,E通販,後加工;データ,Low,資材課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
141,2025/06/18,ラベル貼付漏れ,ラベル貼付漏れが発生し対応を実施。追加工数が発生。,外注ミス,排気改善,書籍,E通販,工程;異物;製本,High,製造二課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。
142,2025/08/03,支給データ破損,支給データ破損が発生し対応を実施。追加工数が発生。,外注ミス,IoT監視強化,パッケージ箱,G流通,工程;製本;異物,Critical,物流課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。
143,2025/09/29,粉塵センサー警報,粉塵センサー警報が発生し対応を実施。追加工数が発生。,計画変更未連携,作業動線見直し,チラシ,G流通,製本,Critical,設備保全部,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
144,2025/07/03,抜き不良,抜き不良が発生し対応を実施。追加工数が発生。,要因解析中,排気改善,POP,H化粧品,検査;品質,High,品質管理課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
145,2025/04/12,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,受入検査不備,湿度管理強化,POP,D製薬,データ;物流;環境,Low,製造二課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
146,2025/07/10,排気ダクト詰まり,排気ダクト詰まりが発生し対応を実施。追加工数が発生。,作業標準未確認,湿度管理強化,マニュアル,D製薬,データ;環境;安全,High,製造二課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
147,2025/09/24,断裁寸法不良,断裁寸法不良が発生し対応を実施。追加工数が発生。,排気不足,教育訓練実施,書籍,G流通,後加工;印刷,Medium,製造三課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
148,2025/07/12,箔押しムラ,箔押しムラが発生し対応を実施。追加工数が発生。,原材料ロット不良,作業動線見直し,POP,D製薬,異物;製本,Medium,製造二課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
149,2025/06/27,ローラー摩耗,ローラー摩耗が発生し対応を実施。追加工数が発生。,原材料ロット不良,IoT監視強化,パッケージ箱,F出版社,物流,Critical,製造三課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
150,2025/08/11,裏移り,裏移りが発生し対応を実施。追加工数が発生。,受入検査不備,二重チェック導入,書籍,F出版社,検査,Low,製造一課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
151,2025/05/21,支給データ破損,支給データ破損が発生し対応を実施。追加工数が発生。,センサー汚れ,ネットワーク監視強化,名刺,C電機,異物,Medium,物流課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。
152,2025/07/21,ニスムラ,ニスムラが発生し対応を実施。追加工数が発生。,原材料ロット不良,標準書改訂,名刺,E通販,印刷;検査,Critical,製造一課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
153,2025/09/23,折りズレ,折りズレが発生し対応を実施。追加工数が発生。,粉塵堆積,材料受入強化,マニュアル,E通販,異物;データ;安全,Critical,製造一課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
154,2025/04/01,出荷誤配送,出荷誤配送が発生し対応を実施。追加工数が発生。,要因解析中,IoT監視強化,パッケージ箱,C電機,工程;検査,Critical,資材課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
155,2025/06/04,断裁寸法不良,断裁寸法不良が発生し対応を実施。追加工数が発生。,センサー汚れ,教育訓練実施,冊子,B食品,製本;工程;後加工,Critical,物流課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。
156,2025/04/23,紙粉多発,紙粉多発が発生し対応を実施。追加工数が発生。,作業標準未確認,教育訓練実施,POP,E通販,製本;データ;環境,Medium,製造一課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。
157,2025/09/22,エンボス不良,エンボス不良が発生し対応を実施。追加工数が発生。,外注ミス,IoT監視強化,パッケージ箱,F出版社,データ;物流,Low,工程管理課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
158,2025/09/24,安全カバー未装着,安全カバー未装着が発生し対応を実施。追加工数が発生。,教育不足,教育訓練実施,カタログ,A商事,設備,Medium,物流課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。
159,2025/05/16,異物混入疑い,異物混入疑いが発生し対応を実施。追加工数が発生。,計画変更未連携,二重チェック導入,冊子,I自動車,設備,Medium,設備保全部,48,現場からのヒアリング情報を基に要因をナレッジ化予定。
160,2025/09/29,型抜きズレ,型抜きズレが発生し対応を実施。追加工数が発生。,原材料ロット不良,湿度管理強化,POP,D製薬,異物;工程;品質,Low,資材課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
161,2025/05/11,インキ汚れ,インキ汚れが発生し対応を実施。追加工数が発生。,人的ミス,センサー清掃頻度増加,ポスター,E通販,物流;データ;印刷,Low,設備保全部,2,現場からのヒアリング情報を基に要因をナレッジ化予定。
162,2025/08/23,エンボス不良,エンボス不良が発生し対応を実施。追加工数が発生。,受入検査不備,教育訓練実施,書籍,D製薬,異物,High,品質管理課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
163,2025/06/21,油圧低下,油圧低下が発生し対応を実施。追加工数が発生。,教育不足,湿度管理強化,書籍,D製薬,品質,Low,製造三課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
164,2025/06/18,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,静電気,排気改善,パッケージ箱,A商事,後加工,High,工程管理課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
165,2025/08/06,刷版現像不良,刷版現像不良が発生し対応を実施。追加工数が発生。,受入検査不備,湿度管理強化,冊子,D製薬,検査;物流,High,品質管理課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
166,2025/04/25,紙粉多発,紙粉多発が発生し対応を実施。追加工数が発生。,作業標準未確認,材料受入強化,名刺,H化粧品,製本;異物;後加工,Medium,品質管理課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。
167,2025/04/05,排気ダクト詰まり,排気ダクト詰まりが発生し対応を実施。追加工数が発生。,外注ミス,標準書改訂,名刺,F出版社,後加工;検査,Low,品質管理課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
168,2025/07/04,裏移り,裏移りが発生し対応を実施。追加工数が発生。,外注ミス,設備点検強化,名刺,G流通,工程,Medium,資材課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。
169,2025/06/15,異物混入疑い,異物混入疑いが発生し対応を実施。追加工数が発生。,受入検査不備,二重チェック導入,チラシ,A商事,設備;製本;データ,Medium,資材課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。
170,2025/09/10,エンボス不良,エンボス不良が発生し対応を実施。追加工数が発生。,設定ミス,設備点検強化,ラベル,B食品,データ,High,製造二課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。
171,2025/09/11,給紙二重送り,給紙二重送りが発生し対応を実施。追加工数が発生。,環境変動,センサー清掃頻度増加,ラベル,E通販,設備,High,製造三課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。
172,2025/04/23,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,システム障害,試し刷り増加,パッケージ箱,D製薬,物流;検査,Medium,物流課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
173,2025/05/03,静電気付着,静電気付着が発生し対応を実施。追加工数が発生。,環境変動,試し刷り増加,POP,C電機,工程;データ;印刷,Critical,製造一課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。
174,2025/07/16,作業手順未遵守,作業手順未遵守が発生し対応を実施。追加工数が発生。,機械疲労,センサー清掃頻度増加,POP,D製薬,設備,Low,製造三課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。
175,2025/09/10,製本落丁,製本落丁が発生し対応を実施。追加工数が発生。,作業標準未確認,標準書改訂,マニュアル,A商事,後加工;印刷;設備,Critical,品質管理課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。
176,2025/08/24,異物混入疑い,異物混入疑いが発生し対応を実施。追加工数が発生。,システム障害,湿度管理強化,マニュアル,I自動車,工程;印刷;品質,Low,品質管理課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。
177,2025/07/28,バーコード読取不良,バーコード読取不良が発生し対応を実施。追加工数が発生。,原材料ロット不良,教育訓練実施,マニュアル,I自動車,品質;検査;物流,High,製造二課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。
178,2025/05/13,紙粉多発,紙粉多発が発生し対応を実施。追加工数が発生。,静電気,試し刷り増加,ラベル,I自動車,印刷,Low,製造一課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。
179,2025/08/01,出荷誤配送,出荷誤配送が発生し対応を実施。追加工数が発生。,設備劣化,作業動線見直し,ラベル,A商事,後加工,Medium,資材課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。
180,2025/05/29,出荷誤配送,出荷誤配送が発生し対応を実施。追加工数が発生。,環境変動,排気改善,書籍,J飲料,品質,Critical,設備保全部,16,現場からのヒアリング情報を基に要因をナレッジ化予定。
181,2025/08/04,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,作業標準未確認,設備点検強化,冊子,D製薬,安全;データ,Critical,物流課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。
182,2025/08/13,JDF連携不良,JDF連携不良が発生し対応を実施。追加工数が発生。,外注ミス,設備点検強化,チラシ,F出版社,異物,Low,物流課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。
183,2025/05/27,電源瞬断,電源瞬断が発生し対応を実施。追加工数が発生。,設定ミス,湿度管理強化,ポスター,F出版社,物流;工程;安全,Medium,品質管理課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
184,2025/04/14,環境湿度異常,環境湿度異常が発生し対応を実施。追加工数が発生。,作業標準未確認,ネットワーク監視強化,ポスター,D製薬,製本;安全;異物,Critical,製造三課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。
185,2025/08/06,エンボス不良,エンボス不良が発生し対応を実施。追加工数が発生。,設定ミス,二重チェック導入,名刺,I自動車,品質;安全,Low,製造二課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。
186,2025/06/18,温度上昇アラート,温度上昇アラートが発生し対応を実施。追加工数が発生。,粉塵堆積,IoT監視強化,パッケージ箱,A商事,環境;安全;品質,Critical,製造二課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。
187,2025/05/10,支給データ破損,支給データ破損が発生し対応を実施。追加工数が発生。,設備劣化,校正プロセス強化,チラシ,J飲料,品質;後加工,Low,工程管理課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
188,2025/05/01,センサー誤検知,センサー誤検知が発生し対応を実施。追加工数が発生。,計画変更未連携,ネットワーク監視強化,POP,G流通,環境,Low,資材課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。
189,2025/06/13,温度上昇アラート,温度上昇アラートが発生し対応を実施。追加工数が発生。,システム障害,二重チェック導入,冊子,A商事,データ;後加工;設備,Critical,品質管理課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。
190,2025/08/26,色ズレ,色ズレが発生し対応を実施。追加工数が発生。,原材料ロット不良,二重チェック導入,カタログ,J飲料,製本;物流;検査,Medium,工程管理課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。
191,2025/07/09,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,設備劣化,標準書改訂,冊子,B食品,後加工;検査,Critical,品質管理課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
192,2025/09/03,排気ダクト詰まり,排気ダクト詰まりが発生し対応を実施。追加工数が発生。,粉塵堆積,ネットワーク監視強化,チラシ,J飲料,製本,High,製造二課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。
193,2025/04/05,倉庫ロケミス,倉庫ロケミスが発生し対応を実施。追加工数が発生。,設定ミス,材料受入強化,カタログ,F出版社,品質;工程,High,製造二課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。
194,2025/07/16,排気ダクト詰まり,排気ダクト詰まりが発生し対応を実施。追加工数が発生。,排気不足,排気改善,ラベル,H化粧品,検査;データ,Low,品質管理課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
195,2025/05/14,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,外注ミス,材料受入強化,チラシ,H化粧品,製本,Critical,製造一課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。
196,2025/08/23,インキ汚れ,インキ汚れが発生し対応を実施。追加工数が発生。,教育不足,センサー清掃頻度増加,マニュアル,A商事,品質,Medium,工程管理課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
197,2025/04/02,インキ汚れ,インキ汚れが発生し対応を実施。追加工数が発生。,人的ミス,教育訓練実施,カタログ,A商事,安全;印刷,High,製造一課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。
198,2025/09/26,ラベル貼付漏れ,ラベル貼付漏れが発生し対応を実施。追加工数が発生。,伝達ミス,校正プロセス強化,パッケージ箱,I自動車,工程;物流;後加工,Low,製造三課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。
199,2025/06/27,ラベル貼付漏れ,ラベル貼付漏れが発生し対応を実施。追加工数が発生。,要因解析中,湿度管理強化,カタログ,I自動車,印刷,Low,工程管理課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
200,2025/09/17,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,教育不足,排気改善,名刺,H化粧品,印刷;工程,High,製造一課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
201,2025/09/11,給油不足,給油不足が発生し対応を実施。追加工数が発生。,粉塵堆積,二重チェック導入,POP,A商事,データ,Medium,工程管理課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。
202,2025/07/12,ラベル貼付漏れ,ラベル貼付漏れが発生し対応を実施。追加工数が発生。,センサー汚れ,校正プロセス強化,POP,F出版社,後加工;安全;製本,Low,品質管理課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
203,2025/08/16,折りズレ,折りズレが発生し対応を実施。追加工数が発生。,外注ミス,校正プロセス強化,名刺,J飲料,設備;環境;印刷,Medium,品質管理課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
204,2025/09/21,梱包ミス,梱包ミスが発生し対応を実施。追加工数が発生。,静電気,ネットワーク監視強化,カタログ,D製薬,設備;環境,Critical,製造二課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
205,2025/09/09,電源瞬断,電源瞬断が発生し対応を実施。追加工数が発生。,要因解析中,校正プロセス強化,カタログ,A商事,印刷,Medium,品質管理課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
206,2025/06/25,PP剥がれ,PP剥がれが発生し対応を実施。追加工数が発生。,機械疲労,ネットワーク監視強化,マニュアル,A商事,品質;印刷,High,製造一課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
207,2025/09/22,支給データ破損,支給データ破損が発生し対応を実施。追加工数が発生。,原材料ロット不良,ネットワーク監視強化,マニュアル,H化粧品,安全,Low,品質管理課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
208,2025/04/16,排気ダクト詰まり,排気ダクト詰まりが発生し対応を実施。追加工数が発生。,静電気,湿度管理強化,冊子,E通販,後加工,Medium,製造二課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。
209,2025/04/22,断裁寸法不良,断裁寸法不良が発生し対応を実施。追加工数が発生。,外注ミス,IoT監視強化,POP,E通販,環境,Medium,資材課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。
210,2025/08/17,刷版現像不良,刷版現像不良が発生し対応を実施。追加工数が発生。,教育不足,設備点検強化,ラベル,E通販,製本,High,設備保全部,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
211,2025/05/30,温度上昇アラート,温度上昇アラートが発生し対応を実施。追加工数が発生。,設定ミス,排気改善,ラベル,D製薬,後加工;環境,High,設備保全部,2,現場からのヒアリング情報を基に要因をナレッジ化予定。
212,2025/08/22,折りズレ,折りズレが発生し対応を実施。追加工数が発生。,原材料ロット不良,二重チェック導入,マニュアル,B食品,異物;品質,Medium,製造一課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
213,2025/09/24,異物混入疑い,異物混入疑いが発生し対応を実施。追加工数が発生。,原材料ロット不良,排気改善,冊子,A商事,データ;物流;印刷,Medium,設備保全部,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
214,2025/04/19,紙ロット色差,紙ロット色差が発生し対応を実施。追加工数が発生。,センサー汚れ,湿度管理強化,名刺,J飲料,安全,Critical,製造三課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。
215,2025/04/19,紙粉多発,紙粉多発が発生し対応を実施。追加工数が発生。,設備劣化,排気改善,ポスター,H化粧品,環境;後加工,Low,設備保全部,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
216,2025/06/27,静電気付着,静電気付着が発生し対応を実施。追加工数が発生。,設備劣化,設備点検強化,冊子,F出版社,製本,Low,製造三課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
217,2025/08/25,製本落丁,製本落丁が発生し対応を実施。追加工数が発生。,受入検査不備,湿度管理強化,冊子,G流通,工程;物流;データ,Critical,製造三課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
218,2025/05/17,RIPエラー,RIPエラーが発生し対応を実施。追加工数が発生。,外注ミス,センサー清掃頻度増加,チラシ,H化粧品,異物;印刷,Critical,工程管理課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
219,2025/04/21,環境湿度異常,環境湿度異常が発生し対応を実施。追加工数が発生。,外注ミス,作業動線見直し,チラシ,C電機,品質;安全,Medium,製造一課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。
220,2025/04/19,温度上昇アラート,温度上昇アラートが発生し対応を実施。追加工数が発生。,作業標準未確認,教育訓練実施,カタログ,I自動車,物流,Low,製造二課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。
221,2025/07/15,バーコード読取不良,バーコード読取不良が発生し対応を実施。追加工数が発生。,排気不足,教育訓練実施,カタログ,A商事,異物,Medium,製造三課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
222,2025/08/26,温度上昇アラート,温度上昇アラートが発生し対応を実施。追加工数が発生。,システム障害,教育訓練実施,ラベル,D製薬,設備;印刷,High,製造一課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
223,2025/06/13,抜き不良,抜き不良が発生し対応を実施。追加工数が発生。,静電気,二重チェック導入,冊子,F出版社,物流,Critical,資材課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
224,2025/04/08,粉塵センサー警報,粉塵センサー警報が発生し対応を実施。追加工数が発生。,人的ミス,二重チェック導入,名刺,I自動車,異物,Low,製造一課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
225,2025/05/16,抜き不良,抜き不良が発生し対応を実施。追加工数が発生。,排気不足,ネットワーク監視強化,ラベル,D製薬,後加工,High,設備保全部,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
226,2025/07/05,見当不良,見当不良が発生し対応を実施。追加工数が発生。,環境変動,IoT監視強化,ポスター,J飲料,製本;安全,Low,品質管理課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
227,2025/06/30,環境湿度異常,環境湿度異常が発生し対応を実施。追加工数が発生。,伝達ミス,湿度管理強化,ラベル,H化粧品,製本,Low,製造二課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。
228,2025/08/14,製本落丁,製本落丁が発生し対応を実施。追加工数が発生。,システム障害,標準書改訂,マニュアル,E通販,データ;環境,Medium,工程管理課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。
229,2025/04/11,仕様変更未反映,仕様変更未反映が発生し対応を実施。追加工数が発生。,原材料ロット不良,校正プロセス強化,ポスター,J飲料,物流;異物,Low,製造一課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
230,2025/05/15,ローラー摩耗,ローラー摩耗が発生し対応を実施。追加工数が発生。,原材料ロット不良,校正プロセス強化,パッケージ箱,D製薬,製本;安全,Medium,製造三課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。
231,2025/08/11,プリセット値誤設定,プリセット値誤設定が発生し対応を実施。追加工数が発生。,教育不足,排気改善,POP,A商事,検査;品質;データ,High,品質管理課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。
232,2025/06/19,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,受入検査不備,ネットワーク監視強化,POP,F出版社,製本;異物;後加工,Critical,製造三課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
233,2025/04/16,支給データ破損,支給データ破損が発生し対応を実施。追加工数が発生。,静電気,標準書改訂,パッケージ箱,I自動車,物流,High,物流課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。
234,2025/07/19,紙粉多発,紙粉多発が発生し対応を実施。追加工数が発生。,外注ミス,材料受入強化,マニュアル,A商事,製本;後加工;物流,Low,製造三課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
235,2025/05/11,静電気付着,静電気付着が発生し対応を実施。追加工数が発生。,作業標準未確認,二重チェック導入,マニュアル,H化粧品,製本,Critical,資材課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。
236,2025/05/22,QR印字欠け,QR印字欠けが発生し対応を実施。追加工数が発生。,静電気,試し刷り増加,カタログ,F出版社,データ,High,製造一課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。
237,2025/09/23,製本落丁,製本落丁が発生し対応を実施。追加工数が発生。,システム障害,教育訓練実施,ポスター,B食品,物流,Medium,品質管理課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。
238,2025/05/11,プリセット値誤設定,プリセット値誤設定が発生し対応を実施。追加工数が発生。,システム障害,材料受入強化,マニュアル,F出版社,データ;環境,High,製造一課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。
239,2025/05/31,静電気付着,静電気付着が発生し対応を実施。追加工数が発生。,要因解析中,湿度管理強化,POP,A商事,検査,Medium,工程管理課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
240,2025/09/05,安全カバー未装着,安全カバー未装着が発生し対応を実施。追加工数が発生。,人的ミス,材料受入強化,名刺,B食品,環境,Critical,物流課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
241,2025/09/02,作業手順未遵守,作業手順未遵守が発生し対応を実施。追加工数が発生。,受入検査不備,標準書改訂,POP,E通販,環境;印刷,Critical,工程管理課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
242,2025/04/07,版材キズ,版材キズが発生し対応を実施。追加工数が発生。,伝達ミス,試し刷り増加,パッケージ箱,E通販,印刷;物流;安全,Low,資材課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。
243,2025/08/28,断裁寸法不良,断裁寸法不良が発生し対応を実施。追加工数が発生。,計画変更未連携,センサー清掃頻度増加,POP,J飲料,データ;工程,Medium,品質管理課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。
244,2025/06/05,抜き不良,抜き不良が発生し対応を実施。追加工数が発生。,人的ミス,ネットワーク監視強化,カタログ,C電機,検査,Medium,物流課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。
245,2025/05/11,作業手順未遵守,作業手順未遵守が発生し対応を実施。追加工数が発生。,原材料ロット不良,ネットワーク監視強化,ポスター,I自動車,データ;検査;製本,High,資材課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。
246,2025/04/08,設備モーター異常,設備モーター異常が発生し対応を実施。追加工数が発生。,原材料ロット不良,材料受入強化,パッケージ箱,A商事,設備;印刷,Medium,物流課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
247,2025/05/24,排気ダクト詰まり,排気ダクト詰まりが発生し対応を実施。追加工数が発生。,環境変動,ネットワーク監視強化,チラシ,I自動車,設備;検査;物流,Medium,製造三課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。
248,2025/08/20,製本落丁,製本落丁が発生し対応を実施。追加工数が発生。,機械疲労,材料受入強化,ポスター,H化粧品,後加工,High,資材課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
249,2025/05/08,箔押しムラ,箔押しムラが発生し対応を実施。追加工数が発生。,外注ミス,校正プロセス強化,POP,D製薬,安全;データ,Critical,物流課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。
250,2025/08/08,抜き不良,抜き不良が発生し対応を実施。追加工数が発生。,センサー汚れ,ネットワーク監視強化,マニュアル,I自動車,安全;製本,Low,製造三課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。
